broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,annotation_supported,original_subject,text
人物政事,虾蟆,虾蟆,虾蟆,28,卷十五·诺皋记下,卷十五·诺皋记下-21,V28-P021,京宣平坊,no,虾蟆,京宣平坊，有官人夜归入曲，有卖油者张帽驱驴，驮桶不避，导者搏之，头随而落，遂遽入一大宅门。官人异之，随入，至大槐树下遂灭。因告其家，即掘之。深数尺，其树根枯，下有大虾蟆如叠，挟二笔金沓，树溜津满其中也。及巨白菌如殿门浮沤钉，其盖已落。虾蟆即驴矣，笔金沓乃油桶也，菌即其人也。里有沽其油者，月馀，怪其油好而贱。及怪露，食者悉病呕泄。
人物政事,虾蟆,虾蟆,虾蟆,29,卷十六·广动植之一,卷十六·广动植之一-3,V29-P003,羽嘉,no,虾蟆,羽嘉生飞龙，飞龙生凤，凤生鸾，鸾生庶鸟。应龙生建鸟，建鸟生麒麟，骐麟生庶兽。分鳞生蛟龙，蛟龙生鲲鲠，鲲鲠生建邪，建邪生庶鱼。分潭生先龙，先龙生玄亢，玄亢生灵龟，灵龟生庶龟。日冯生玄阳阏，玄阳阏生鳞胎，鳞胎生干木，干木生庶木。招摇生程君（一曰若），程君生玄玉，玄玉生醴泉，醴泉生应黄，应黄生黄华，黄华生庶草。海间生屈龙，屈（一曰尾）龙生容华，容华生䔁，䔁生藻，藻生浮草。甲虫影伏，羽虫体伏。食草者多力而愚，食肉者勇敢而悍。吞者八窍而卵生，咀嚼者九窍而胎生。无角者膏而先前，有角者脂而先后。食叶者有丝，食土者不息。食而不饮者蚕，饮而不食者蝉，不饮不食者蜉蝣。ㄇ（一曰蚓）属却行，蛇属糸亏行，蜻办属往鸣，蜩属旁鸣，发皇翼鸣，蚣婿股鸣，荣原胃鸣。蜩三十日而死。鱼三月上官于孟津。鹧鸪向日飞。扁与鲫鱼，车螯与移角，并相似。凤雄鸣节节，雌鸣足足，行鸣曰归嬉，止鸣曰提衣失。麒麟牡鸣曰逝（一曰游）圣，牝鸣曰归和，春鸣曰扶助，夏鸣曰养绥。鳖无耳为守神。虎五指为ァ。鱼满三百六十年，则为蛟龙，引飞去水。鱼二千斤为蛟。武阳小鱼，一斤千头。东海大鱼，瞳子大如三斗盎。桃文竹以四寸为一节，木瓜一尺一百二十一节。木兰去皮不死。荆木心方。蛇有水、草、木、土四种。孔雀尾端一寸名珠毛。鹤左右脚里第一指名兵爪。蜀郡无兔鸽。江南（一曰来）无狼马。朱提以南无鸠鹊。鸟有四千五百种，兽有二千四百种。，楚鸠所生（骡不滋乳）。蔡中郎以反舌为虾蟆，《淮南子》以蛩为蠛蠓，《诗义》以蟊为蝼蛄，高诱以乾鹊为蟋蟀。兔吐子。鸬鹚吐雏。瓜瓠子曰犀，胡桃人曰虾蟆。虾蟆无肠。龟（一曰鼋）肠属于头。科斗尾脱则足生。鸟未孕者为禽，鸟养子曰乳。蛇蟠向王，鹊巢背太岁，燕伏戊巳，虎奋冲破，乾鹊知来，猩猩知往。鹳影抱，虾蟆声抱。蝉化齐后，鸟生杜宇。椰子为越王头，壶楼为杜宇项。一鹧鸪鸣曰「向南不北」，逃闾鸣「玄壶卢系项」（一曰颈）。豆以二七为族，粟累十二为寸。
人物政事,虾蟆,虾蟆,虾蟆,29,卷十六·广动植之一,卷十六·广动植之一-33,V29-P033,虾蟆护,no,虾蟆,虾蟆护，南山下有鸟名虾蟆护，多在田中，头有冠，色苍，足赤，形似鹭。
人物政事,虾蟆,虾蟆,虾蟆,30,卷十七·广动植之二,卷十七·广动植之二-58,V30-P058,谢豹,no,虾蟆,谢豹，虢州有虫名谢豹，常在深土中。司马裴沈子常治坑获之。小类虾蟆，而圆如球，见人以前两脚交覆首，如羞状。能穴地如鼢鼠，顷刻深数尺。或出地听谢豹鸟声，则脑裂而死，俗因名之。
人物政事,虾蟆护,虾蟆护,虾蟆护,29,卷十六·广动植之一,卷十六·广动植之一-33,V29-P033,虾蟆护,yes,虾蟆护,虾蟆护，南山下有鸟名虾蟆护，多在田中，头有冠，色苍，足赤，形似鹭。
人物政事,蚁,蚁,蚁,30,卷十七·广动植之二,卷十七·广动植之二-36,V30-P036,蚁,no,蚁,蚁，秦中多巨黑蚁，好斗，俗呼为马蚁。次有色窃赤者。细蚁中有黑者，迟钝，力举等身铁。有窃黄者，最有兼弱之智。成式儿戏时，尝以棘刺标蝇，置其来路，此蚁触之而返，或去穴一尺，或数寸，才入穴中者如索而出，疑有声而相召也。其行每六七有大首者间之，整若队伍。至徙蝇时，大首者或翼或殿，如备异蚁状也。元和中，假居在长兴里。庭有一穴蚁，形状大如次窃赤者，而色正黑，腰节微赤，首锐足高，走最轻迅。每生致蠖及小鱼（一曰虫）入穴，辄坏垤窒穴，盖防其逸也。自后徙居数处，更不复见此。山人程宗（一曰文）云：「程执恭在易定，野中蚁楼三尺馀。」
人物政事,蚍蜉酒草,蚍蜉酒草,蚍蜉酒草,32,卷十九·广动植类之四,卷十九·广动植类之四-35,V32-P035,蚍蜉酒草,yes,蚍蜉酒草,蚍蜉酒草，一曰鼠耳，象形也。亦曰尤心草。
人物政事,蚺蛇,蚺蛇,蚺蛇,30,卷十七·广动植之二,卷十七·广动植之二-64,V30-P064,蚺蛇,no,蚺蛇,蚺蛇，长十丈，常吞鹿，消尽，乃绕树出骨。养创时肪腴甚美。或以妇人衣投之，则蟠而不起。其胆上旬近头，中旬在心，下旬近尾。
人物政事,蛇碛,蛇碛,蛇碛,23,卷十·物异,卷十·物异-66,V23-P066,蛇碛,no,蛇碛,蛇碛，苏都瑟匿国西北有蛇碛，南北蛇原五百馀里，中间遍蛇，毒气如烟。飞鸟坠地，蛇因吞食。或大小相噬，及食生草。
人物政事,蛤梨,蛤梨,蛤梨,30,卷十七·广动植之二,卷十七·广动植之二-26,V30-P026,蛤梨,no,蛤梨,蛤梨，候风雨，能以壳为翅飞。
人物政事,蜀医昝殷,蜀医昝殷,蜀医昝殷,20,卷八·梦,卷八·梦-7,V20-P007,蜀医昝殷,no,蜀医昝殷,蜀医昝殷言，藏气阴多则数梦，阳壮则少梦，梦亦不复记。《周礼》有掌占梦，又「以日月星辰各占六梦」，谓日有甲乙，月有建破，星辰有居直，星有扶（一曰符）刻也。又曰：「舍萌于四方，以赠恶梦。」谓会民方相氏，四面逐送恶梦至四郊也。
人物政事,蜀葵,蜀葵,蜀葵,32,卷十九·广动植类之四,卷十九·广动植类之四-16,V32-P016,蜀葵,no,蜀葵,蜀葵，可以缉为布。枯时烧作灰，藏火，火久不灭。花有重台者。
人物政事,蜘蛛,蜘蛛,蜘蛛,30,卷十七·广动植之二,卷十七·广动植之二-37,V30-P037,蜘蛛,no,蜘蛛,蜘蛛，道士许象之言，以盆覆寒食饭于暗室地上，入夏悉化为蜘蛛。
人物政事,蜜草,蜜草,蜜草,32,卷十九·广动植类之四,卷十九·广动植类之四-26,V32-P026,蜜草,no,蜜草,蜜草，北天竺国出蜜草。蔓生，大叶秋冬不死，因重霜露，遂成蜜，如塞上蓬盐。
人物政事,蝇,蝇,蝇,30,卷十七·广动植之二,卷十七·广动植之二-41,V30-P041,蝇,no,蝇,蝇，长安秋多蝇，成式蠹书，常日读百家五卷，颇为所扰，触睫隐字，驱不能已。偶拂杀一焉，细视之，翼甚似蜩，冠甚似蜂。性察于腐，嗜于酒肉。按理首翼，其类有苍者声雄壮，负金者声清聒，其声在翼也。青者能败物。巨者首如火，或曰大麻蝇，茅根所化也。
人物政事,蝉,蝉,蝉,30,卷十七·广动植之二,卷十七·广动植之二-34,V30-P034,蝉,no,蝉,蝉，未脱时名复育，相传言吉蜣所化。秀才韦（一曰翻）庄在杜曲，尝冬中掘树根，见复育附于朽处，怪之。村人言蝉固朽木所化也，因剖一视之，腹中犹实烂木。
人物政事,蝎,蝎,蝎,30,卷十七·广动植之二,卷十七·广动植之二-65,V30-P065,蝎,no,蝎,蝎，鼠负虫巨者多化为蝎。蝎子多负于背，成式尝见一蝎负十馀子，子色犹白，才如稻粒。成式尝见张希复言，陈州古仓有蝎，形如钱，螫人必死。』江南旧无蝎，开元初，尝有一主簿，竹筒盛过江，至今江南往往亦有，俗呼为主簿虫。蝎常为蜗所食，以迹规之，蝎不复去。旧说过满百，为蝎所螫。蝎前谓之螫，后谓之虿。
人物政事,蝗,蝗,蝗,30,卷十七·广动植之二,卷十七·广动植之二-67,V30-P067,蝗,no,蝗,蝗，荆州有帛师，号法通，本安西人。少于东天竺出家，言蝗虫腹下有梵字，或白天下来者，乃忉利天梵天来者。西域验其字作木天坛法禳之。今蝗虫首有「王」字，固自不可晓。或言鱼子变，近之矣。旧言虫食谷者，部吏所致，侵渔百姓则虫食谷。虫身黑头赤，武吏也。头黑身赤，儒吏也。
人物政事,蝤蛑,蝤蛑,蝤蛑,30,卷十七·广动植之二,卷十七·广动植之二-23,V30-P023,蝤蛑,no,蝤蛑,蝤蛑，大者长尺馀，两螯至强。八月，能与虎斗，虎不如。随大潮退壳，一退一长。
人物政事,蝶,蝶,蝶,30,卷十七·广动植之二,卷十七·广动植之二-35,V30-P035,蝶,no,蝶,蝶，白蛱蝶，尺蠖{尔虫}所化也。秀才顾非熊少年时，尝见郁栖中坏绿裙幅，旋化为蝶。工部员外郎张周封言，百合花合之，泥其隙，经宿化为大胡蝶。
人物政事,螺蚌,螺蚌,螺蚌,30,卷十七·广动植之二,卷十七·广动植之二-19,V30-P019,螺蚌,no,螺蚌,螺蚌，鹦鹉螺如鹦鹉，见之者凶。蚌当雷声则（一曰痢）。
人物政事,蠡荠,蠡荠,蠡荠,31,卷十八·广动植之三,卷十八·广动植之三-36,V31-P036,蠡荠,no,蠡荠,蠡荠，子如弹丸，魏武帝常啖之。
人物政事,西域书,西域书,西域书,24,卷十一·广知,卷十一·广知-16,V24-P016,西域书,no,西域书,西域书有驴唇书、莲叶书、节分书、大秦书、驮乘书、牛书、树叶书、起尸书、石旋书、覆书、天书、龙书、鸟音书等，有六十四种。
人物政事,西王母,西王母,西王母,1,卷一·忠志,卷一·忠志-19,V01-P019,未判定,no,西王母,代宗即位日，庆云见，黄气抱日。初，楚州献定国宝一十二，乃诏上监国。诏曰：「上天降宝，献自楚州。神明生历数之符，合璧定妖灾之气。」初，楚州有尼真如，忽有人接去天上。天帝言下方有灾，令此宝镇之，其数十二。楚州刺史崔人先表献焉。一曰玄黄，形如笏，长八寸，有孔。辟人间兵疫。二曰玉鸡，毛白玉也。王者以孝理天下则见。三曰谷璧，白玉也。如粟粒，无雕镌之迹。王者得之，五谷丰熟。四曰西王母白环，二枚。所在处，外国归服。五曰{{阙名}}。六曰如意宝珠，大如鸡卵。七曰红靺鞨，大如巨栗。八曰琅玕珠，二枚，逾常珠，有逾径一寸三分。九曰玉块，形如玉环，四分缺一。十曰玉印，大如半手，理如鹿形，啗入印中。十一曰皇后采桑钩，细如箸，屈其末。十二曰雷公石，斧形，无孔。诸宝置之日中，皆白气连天。
人物政事,西王母,西王母,西王母,27,卷十四·诺皋记上,卷十四·诺皋记上-9,V27-P009,西王母姓杨,no,西王母,西王母姓杨，讳回，治昆仑西北隅。以丁丑日死。一曰婉衿。
人物政事,训胡,训胡,训胡,29,卷十六·广动植之一,卷十六·广动植之一-43,V29-P043,训胡,yes,训胡,训胡，恶鸟也。鸣则后窍应之。
人物政事,许卑山人,许卑山人,许卑山人,28,卷十五·诺皋记下,卷十五·诺皋记下-26,V28-P026,许卑山人,no,许卑山人,许卑山人言，江左数十年前，有商人左膊上有疮，如人面，亦无它苦。商人戏滴酒口中，其面亦赤。以物食之，凡物必食，食多觉膊内肉涨起，疑胃在其中也。或不食之，则一臂Φ焉。有善医者，教其历试诸药，金石草木悉与之。至贝母，其疮乃聚眉闭口。商人喜曰：「此药必治也。」因以小苇筒毁其口灌之，数日成痂，遂愈。
人物政事,许超,许超,许超,20,卷八·梦,卷八·梦-2,V20-P002,许超,no,许超,许超梦盗羊入狱，元稹曰：「当得城阳令。」后封为城阳侯。
人物政事,谢豹,谢豹,谢豹,30,卷十七·广动植之二,卷十七·广动植之二-58,V30-P058,谢豹,no,谢豹,谢豹，虢州有虫名谢豹，常在深土中。司马裴沈子常治坑获之。小类虾蟆，而圆如球，见人以前两脚交覆首，如羞状。能穴地如鼢鼠，顷刻深数尺。或出地听谢豹鸟声，则脑裂而死，俗因名之。
人物政事,象,象,象,29,卷十六·广动植之一,卷十六·广动植之一-48,V29-P048,象,no,象,象，旧说象性久识，见其子皮必泣。一枚重千斤。
人物政事,豫章船,豫章船,豫章船,23,卷十·物异,卷十·物异-11,V23-P011,豫章船,no,豫章船,豫章船，昆明池汉时有豫章船一艘，载一千人。
人物政事,貊泽,貊泽,貊泽,29,卷十六·广动植之一,卷十六·广动植之一-62,V29-P062,貊泽,no,貊泽,貊泽，大如犬，其膏宣利，以手所承及于铜铁瓦器中，贮悉透，以骨盛则不漏。
人物政事,贝丘之南,贝丘之南,贝丘之南,31,卷十八·广动植之三,卷十八·广动植之三-32,V31-P032,贝丘之南,no,贝丘之南,贝丘之南有蒲萄谷，谷中蒲萄，可就其所食之，或有取归者即失道，世言王母蒲萄也。天宝中，沙门昙霄因游诸岳，至此谷，得蒲萄食之。又见枯蔓堪为杖，大如指，五尺馀，持还本寺植之遂活。长高数仞，荫地幅员十丈，仰观若帷盖焉。其房实磊落，紫莹如坠，时人号为草龙珠帐。
人物政事,贝丘西,贝丘西,贝丘西,4,卷二·玉格,卷二·玉格-26,V04-P026,贝丘西,no,仙,贝丘西有玉女山，传云晋大始中，北海蓬球，字伯坚，入山伐木，忽觉异香，遂溯风寻之。至此山，廓然宫殿盘郁，楼台博敞。球入门窥之，见五株玉树。复稍前，有四妇人，端妙绝世，自弹棋于堂上，见球俱惊起，谓球曰：「蓬君何故得来？」球曰：「寻香而至。」遂复还戏。一小者便上楼弹琴，留戏者呼之曰：「无晖，何谓独升楼？」球树下立，觉少饥，乃以舌舐叶上垂露。俄然有一女乘鹤而至，逆恚曰：「玉华，汝等何故有此俗人！」王母即令王方平行诸仙室。球惧而出门，回顾，忽然不见。至家，乃是建平中，其旧居闾舍皆为墟墓矣。
人物政事,贝多,贝多,贝多,31,卷十八·广动植之三,卷十八·广动植之三-40,V31-P040,贝多,yes,贝多,贝多，出摩伽陀国，长六七丈，经冬不凋。此树有三种，一者多罗娑（一曰婆）力叉贝多，二者多梨婆（一曰婆）力叉贝多，三者部婆（一曰娑）力叉多罗梨（一曰「多梨贝多」）。并书其叶，部一色取其皮书之。贝多是梵语，汉翻为叶。贝多婆（一曰娑）力叉者，汉言叶树也。西域经书用此三种皮叶，若能保护，亦得五六百年。
人物政事,贞元,贞元,贞元,19,卷八·雷,卷八·雷-2,V19-P002,贞元,yes,贞元,贞元初，郑州百姓王有胆勇，夏中作田，忽暴雨雷，因入蚕室中避雨。有顷雷电入室中，黑气陡暗。遂掩户，把锄乱击。声渐小，云气亦敛，大呼，击之不已。气复如半床，已至如盘，豁然坠地，变成熨斗、折刀、小折脚铛焉。
人物政事,贞元,贞元,贞元,19,卷八·雷,卷八·雷-7,V19-P007,贞元年中,no,贞元年中,贞元年中，宣州忽大雷雨，一物坠地，猪首，手足各两指，执一赤蛇啮之。俄顷，云暗而失。时皆图而传之。
人物政事,贞元,贞元,贞元,29,卷十六·广动植之一,卷十六·广动植之一-12,V29-P012,贞元三年,no,贞元三年,贞元三年，中书省梧桐树上有鹊，以泥为巢。焚其巢，可禳狐魅。
人物政事,负子,负子,负子,30,卷十七·广动植之二,卷十七·广动植之二-53,V30-P053,负子,no,负子,负子，水虫也。有子多负之。
人物政事,贼赵武建,贼赵武建,贼赵武建,18,卷八·黥,卷八·黥-2,V18-P002,贼赵武建,no,贼赵武建,又贼赵武建，一百六处，番印盘鹊等，左右膊刺言：「野鸭滩头宿，朝朝被鹘梢。忽惊飞入水，留命到今朝。」又高陵县捉得镂身者宋元素，刺七十一处，左臂曰：「昔日已前家未贫，苦将钱物结交亲。如今失路寻知己，行尽关山无一人。」右臂上刺葫芦，上出人首，如傀儡戏郭公者。县吏不解，问之，言葫芦精也。
人物政事,贾相,贾相,贾相,27,卷十四·诺皋记上,卷十四·诺皋记上-31,V27-P031,贾相公,no,贾相公,贾相公在滑州，境内大旱，秋稼尽损。贾召大将二人，谓曰：「今岁荒旱，烦君二人救三军百姓也。」皆言：「茍利军州，死不足辞。」贾笑曰：「君可辱为健步，乙日当有两骑，衣惨绯，所乘马蕃步鬣长，经市出城，君等踪之，识其所灭处，则吾事谐矣。」二将乃裹粮衣皂，行寻之，一如贾言，自市至野二百馀里，映大冢而灭，遂垒石标表志焉。经信而返，贾大喜，令军健数百人具畚锸，与二将偕往其所。因发冢，获陈粟数十万斛，人竟不之测。
人物政事,赤斑唐,赤斑唐,赤斑唐,33,卷二十·肉攫部,卷二十·肉攫部-22,V33-P022,赤斑唐,no,赤斑唐,赤斑唐，谓斑上有黑色也。一变为鴘，其色多黑，鴘转之后乃至累变，横理转细，臆前黑虽渐褐，世人仍名为黑鴘。
人物政事,赤白柽,赤白柽,赤白柽,31,卷十八·广动植之三,卷十八·广动植之三-25,V31-P025,赤白柽,no,赤白柽,赤白柽，出凉州。大者为炭，复（一曰伤）入以灰汁，可以煮铜为银。
人物政事,赤色,赤色,赤色,33,卷二十·肉攫部,卷二十·肉攫部-16,V33-P016,赤色,no,赤色,赤色，一变为鴘，其色带黑，鴘转已后乃至累变，横理转细，臆前微微渐白。其背色不改，此上色也。
人物政事,赵法和,赵法和,赵法和,6,卷三·贝编,卷三·贝编-33,V06-P033,赵法和请占,no,赵法和请占,有赵法和请占，志公曰：「大箭不须羽。东箱屋，急手作。」法和寻丧父。
人物政事,越人习水,越人习水,越人习水,18,卷八·黥,卷八·黥-18,V18-P018,越人习水,no,越人习水,越人习水，必镂身以避蛇龙之患。今南中绣面犬老子，盖雕题之遗俗也。
人物政事,辟支佛靴,辟支佛靴,辟支佛靴,23,卷十·物异,卷十·物异-60,V23-P060,辟支佛靴,no,辟支佛靴,辟支佛靴，于阗国赞摩寺有辟支佛靴，非皮非彩，岁久不烂。
人物政事,近佛画中,近佛画中,近佛画中,24,卷十一·广知,卷十一·广知-31,V24-P031,近佛画中,no,僧,近佛画中有天藏菩萨、地藏菩萨，近明谛观之，规彩铄目，若放光也。或言以曾青和壁鱼设色，则近目有光。又往往壁画僧及神鬼，目随人转，点眸子极正则尔。
人物政事,进士段硕,进士段硕,进士段硕,10,卷四·物革,卷四·物革-3,V10-P003,进士段硕常识南孝廉者,no,进士段硕常识南孝廉者,进士段硕常识南孝廉者，善斫。薄丝缕，轻可吹起，操刀向捷，若合节奏。因会客技，先起鱼架之，忽暴风雨，雷震一声，悉化为蝴蝶飞去。南惊惧，遂折刀，誓不复作。
人物政事,通脱木,通脱木,通脱木,32,卷十九·广动植类之四,卷十九·广动植类之四-43,V32-P043,通脱木,yes,通脱木,通脱木，如蜱麻，生山侧。花上粉，主治恶疮。心空，中有瓤，轻白可爱，女工取以饰物。
人物政事,道士,道士,道士,23,卷十·物异,卷十·物异-21,V23-P021,木简,no,道士,木简，齐建元初，延陵季子庙旧有涌井，井北忽有金石声，掘深二尺，得涌泉。泉中得木简，长一尺，广一寸二分，隐起字曰「卢山道士张陵再拜谒」。木坚而白，字色黄。赤木，宗庙地中生赤木，人君礼名得其宜也。
人物政事,道士,道士,道士,30,卷十七·广动植之二,卷十七·广动植之二-37,V30-P037,蜘蛛,no,道士,蜘蛛，道士许象之言，以盆覆寒食饭于暗室地上，入夏悉化为蜘蛛。
人物政事,道士,道士一人,道士一人,4,卷二·玉格,卷二·玉格-31,V04-P031,明经赵业贞元中选授巴州清,no,道士,明经赵业贞元中选授巴州清化县令，失志成疾，恶明，不饮食四十馀日。忽觉室中雷鸣，顷有赤气如鼓，轮转至床腾上，当心而住。初觉精神游散如梦中，有朱衣平帻者引之东行。出山断处，有水东西流，人甚众，久立视之。又东行，一桥饰以金碧。过桥北入一城，至曹司中，人吏甚众。见妹婿贾奕，与己争煞牛事，疑是冥司，遽逃避至一壁间，墙如黑石，高数丈，听有呵喝声。朱衣者遂领入大院，吏通曰：「司命过人。」复见贾奕，因与辩对。奕固执之，无以自明。忽有巨镜径丈，虚悬空中，仰视之，宛见贾奕鼓刀，赵负门有不忍之色，奕始伏罪。朱衣人又引至司人院，一人被褐，帔紫霞冠，状如尊像，责曰：「何故窃拨幞头？二事在滑州市，隐橡子三升。」因拜之无数。朱衣者复引出，谓曰：「能游上清乎？」乃共登一山，下临流水，其水悬注腾沫，人随流而入者千万，不觉身亦随流。良久，住大石上，有青白晕道。朱衣者变成两人，一道之，一促之，乃升石崖上立，坦然无尘。行数里，旁有草如红蓝，茎叶密，无刺，其花拂佛然飞散空中。又有草如苣，附地，亦飞花，初出如马勃，破大如叠，赤黄色。过此，见火如山横亘天，候焰绝乃前。至大城，城上重谯，街列果树，仙子为伍，迭谣鼓乐，仙姿绝世。凡历三重门，丹ぬ交焕，其地及壁，澄光可鉴。上不见天，若有绛晕都覆之。正殿三重，悉列尊像。见道士一人，如旧相识，赵求为弟子，不许。诸乐中如琴者，长四尺，九弦，近头尺馀方广，中有两道横，以变声。又如一酒，三弦，长三尺，腹面上广下狭，背丰隆。顷有过录，乃引出阙南一院，中有绛冠紫霞帔，命与二朱衣人坐厅事，乃命先过戊申录。录如人间词状，首冠人生辰，次言姓名、年纪，下注生月日，别行横布六旬甲子，所有功过日下具之，如无即书无事。赵自窥其录，姓名、生辰日月一无差错也。过录者数盈亿兆。朱衣人言，每六十年天下人一过录，以考校善恶，增损其算也。朱衣者引出北门，至向路，执手别，曰：「游此是子之魂也。可寻此行，勿返顾，当达家矣。」依其言，行稍急，蹶倒。如梦觉，死已七日矣。赵著《魂游上清记》，叙事甚详悉。
人物政事,道士,道士友,道士友,23,卷十·物异,卷十·物异-85,V23-P085,虞乡,no,道士,虞乡有山观，甚幽寂，有涤阳道士居焉。太和中，道士尝一夕独登坛，望见庭□忽有异光，自井泉中发。俄有一物，状若兔，其色若精金，随光而出，环绕醮坛。久之，复入于井。自是每夕辄见。道士异其事，不敢告于人。后因淘井得一金兔，甚小，奇光烂然，即置于巾箱中。时御史李戎职于蒲津，与道士友善，道士因以遗之。其后戎自奉先县令为忻州刺史，其金兔忽亡去。后月馀而戎卒。
人物政事,道士,道士崔白,道士崔白,30,卷十七·广动植之二,卷十七·广动植之二-66,V30-P066,虱,no,道士,虱，旧说虱虫饮赤龙所浴水则愈。虱恶水银。人有病虱者，虽香衣沐浴不得已。道士崔白言，荆州秀才张告，尝扪得两头虱。有草生山足湿处，叶如百合，对叶独茎，茎微赤，高一二尺，名虱建草，能去虮虱。有水竹，叶如竹，生水中，短小，亦治虱。
人物政事,道士,道士康紫霞,道士康紫霞,20,卷八·梦,卷八·梦-4,V20-P004,扬州东陵圣母庙王女道士康,no,道士,扬州东陵圣母庙王女道士康紫霞，自言少时梦中被人录于一处，言天符令摄将军巡南岳，遂擐以金锁甲，令骑道从千馀人马，蹀虚南去。须臾至，岳神拜迎马前。梦中如有处分，岳中峰岭溪谷，无不历也。恍惚而返，鸡鸣惊觉。自是生须数十根。
人物政事,道士,道士王彦伯,道士王彦伯,17,卷七·医,卷七·医-4,V17-P004,荆人道士王彦伯,no,道士,荆人道士王彦伯，天性善医，尤别脉断人生死寿夭，百不差一。裴胄尚书子，忽暴中病，众医拱手。或说彦伯，遽迎使视。脉之，良久曰：「都无疾。」乃煮散数味，入口而愈。裴问其状，彦伯曰：「中无腮鲤鱼毒也。」其子因得病。裴初不信，乃脍鲤鱼无腮者，令左右食之，其候悉同，始大惊异焉。
人物政事,道士,道士秦霞霁,道士秦霞霁,20,卷八·梦,卷八·梦-6,V20-P006,道士秦霞霁,no,道士,道士秦霞霁，少勤香火，存想不怠。尝梦大树，树忽穴，有小儿青褶发，自穴而出，语秦曰：「合土尊师。」因惊觉。自是休咎之事，小儿仿佛报焉。凡五年，秦意为妖。偶以事访于师，师遽戒勿言，此修行有功之证。因此遂绝。旧说梦不欲数占，信矣。
人物政事,道士,道士称,道士称,5,卷二·壶史,卷二·壶史-3,V05-P003,邢和璞偏得黄老之道,no,道士,邢和璞偏得黄老之道，善心算，作颍阳书疏，有叩奇，旋入空，或言有草，初未尝睹。成式见山人郑说，崔司马者，寄居荆州，与邢有旧。崔病积年且死，心常恃于邢。崔一日觉卧室北墙有人鼾声，命左右视之，都无所见。卧室之北，家人所居也。如此七日，鼾不已，墙忽透明，如一粟。问左右，复不见。经一日，穴大如盘，崔窥之，墙外乃野外耳，有数人荷锹立于穴前（一曰侧）。崔问之，皆云：「邢真人处分开此，司马厄重，倍费功力。」有顷，导驺五六，悉平帻朱衣，辟曰：「真人至。」见邢与中白舀垂绶，执五明扇，侍卫数十，去穴数步而止，谓崔曰：「公算尽，仆为公再三论，得延一纪，自此无若也。」言毕，壁如旧。旬日，病愈。又曾居终南，好道者多卜筑依之。崔曙年少，亦随焉。伐薪汲泉，皆是名士。邢尝谓其徒曰：「三五日有一异客，君等可为予办一味也。」数日备诸水陆，遂张筵于一亭，戒无妄窥。众皆闭户，不敢謦。邢下山延一客，长五尺，阔三尺，首居其半，绯衣宽博，横执象笏，其睫疏挥，色若削瓜，鼓髯大笑，吻角侵耳。与邢剧谈，多非人间事故也。崔曙不耐，因走而过庭。客熟视，顾邢曰：「此非泰山老师乎？」邢应曰：「是。」客复曰：「更一转，则失之千里，可惜。」及暮而去。邢命崔曙，谓曰：「向客，上帝戏臣也。言太山老君师，颇记无？」崔垂泣言：「某实太山老师后身，不复忆，幼常听先人言之。」房太尉祈邢算终身之事，邢言：「若来由东南，止西北，禄命卒矣。降魄之处，非馆非寺，非途非署。病起于鱼飧，休于龟兹板。」后房自袁州除汉州，及罢归，至阆州，舍紫极宫。适雇工治木，房怪其木理成形，问之，道士称：「数月前，有贾客施数段龟兹板，今治为屠苏也。」房始忆邢之言。有顷，刺史具邀，房叹曰：「邢君神人也。」乃具白于刺史，且以龟兹板为托。其夕，病而终。
人物政事,道士,道士郭采真,道士郭采真,24,卷十一·广知,卷十一·广知-25,V24-P025,道士郭采真,no,道士,道士郭采真言，人影数至九。成式常试之，至六七而已，外乱莫能辨，郭言渐益炬则可别。又说九影各有名，影神：一名右皇，二名魍魉，三名泄节枢，四名尺凫，五名索关，六名魄奴，七名灶（一曰），旧抄九影名在麻面纸中，向下两字，鱼食不记。八名亥灵胎，九鱼全食不辨。
人物政事,道士,道士阳狂,道士阳狂,5,卷二·壶史,卷二·壶史-6,V05-P006,蜀,no,道士,蜀有道士阳狂，俗号为灰袋，翟天师晚年弟子也。翟每戒其徒：「勿欺此人。吾所不及之。」常大雪中，衣布褐入青城山，暮投兰若，求僧寄宿，僧曰：「贫僧一衲而已，天寒如此，恐不能相活。」但言容一床足矣。至夜半，雪深风起，僧虑道者已死，就视之。去床数尺，气蒸如炊，流汗袒寝，僧知其异人。未明，不辞而去。多住村落，每住不逾信宿。曾病口疮，不食数月，状若将死。人素神之，因为设道场。斋散，忽起，就谓众人曰：「试窥吾口中有何物也。」乃张口如箕，五脏悉露，同类惊异作礼，问之，唯曰：「此足恶，此足恶。」后不知所终。成式见蜀郡郭采真尊师说也。
人物政事,避役,避役,避役,30,卷十七·广动植之二,卷十七·广动植之二-54,V30-P054,避役,no,避役,避役，南中名避役，一曰二十辰虫。状似蛇医，脚长，色青赤，肉鬣。暑月时见于篱壁间，俗云见得多称意事。其首倏忽更变为十二辰状。成式再从兄尝观之。
